user_id,ll_joint,ll_pers,test_purchases,delta_ll
19325,-252.36059388202978,-335.1331673509709,108.0,82.77257346894112
19532,-45.77241178700554,-46.27692502574474,16.0,0.5045132387392002
19687,-16.066759220866327,-17.806581982551872,5.0,1.739822761685545
19734,-10.647832603705636,-10.874869831347851,2.0,0.22703722764221546
19792,-5.141015930249167,-4.929054647377197,1.0,-0.2119612828719699
19814,-20.798368845498356,-20.080868829221398,6.0,-0.7175000162769578
19905,-7.207580215236074,-8.510386927810512,2.0,1.3028067125744371
20014,-10.05684128055817,-14.575432238263348,3.0,4.518590957705177
20026,-30.95006068677074,-28.396676535755905,7.0,-2.5533841510148356
20107,-21.319830572528712,-23.894151080050406,6.0,2.574320507521694
20293,-31.31243965630027,-33.99682963594414,9.0,2.6843899796438677
20416,-13.404647296913852,-14.528400621468371,4.0,1.123753324554519
20426,-25.322463763972216,-24.307795181591,7.0,-1.0146685823812156
20473,-5.462156954632323,-5.4296471276162865,0.0,-0.03250982701603622
20569,-1.2566555094303018,-1.177625112814377,0.0,-0.0790303966159247
20598,-128.86434634361217,-119.35471205888616,58.0,-9.509634284726005
20768,-18.92836069145539,-14.23740701542024,0.0,-4.690953676035148
20776,-21.34951823078148,-20.336440831319642,6.0,-1.0130773994618387
20888,-11.07926909737447,-10.2002725185414,2.0,-0.8789965788330694
20971,-46.16253842937531,-44.51333041144796,16.0,-1.64920801792735
20981,-8.56620488751725,-9.031574941394886,2.0,0.46537005387763664
21033,-24.37625300349268,-25.011252369478825,8.0,0.6349993659861468
21056,-0.006689023043556581,-0.2788113642509729,0.0,0.27212234120741635
21277,-12.36343551457843,-12.36906266177575,3.0,0.005627147197319715
21339,-77.30085373162302,-70.29391900085683,15.0,-7.00693473076619
21403,-6.885404125963145,-5.083147690892124,1.0,-1.8022564350710208
21455,-18.21030013458651,-18.762153206722832,5.0,0.5518530721363213
21600,-32.96842618243081,-31.844268389919037,12.0,-1.1241577925117738
21659,-19.222794789189216,-19.065572322286076,6.0,-0.15722246690313924
21720,-25.570621243113163,-27.747425665060803,8.0,2.17680442194764
21817,-10.683463668444968,-11.866117156610507,1.0,1.1826534881655384
21867,-9.11632828049453,-8.967099111149569,2.0,-0.14922916934496122
22023,-42.13245327423116,-42.79495228380413,17.0,0.6624990095729686
22033,-11.999496395052873,-11.550677573774461,3.0,-0.44881882127841166
